,,,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,341.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.84,341.84,341.84,341.84,341.84,341.84,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.84,341.84,341.84,341.84,341.85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.84,341.84,341.85,341.85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.84,341.85,341.85,341.85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,
,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,
,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.85,341.85,341.85,,,,,
,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.85,341.85,341.86,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.85,341.85,341.86,341.86,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.88,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.85,341.86,341.86,341.86,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.88,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.87,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.88,341.87,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.88,341.87,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.88,341.87,341.87,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.93,341.94,341.94,341.94,341.94,341.94,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.95,341.94,341.94,341.94,341.94,341.94,341.93,341.93,341.93,341.93,341.93,341.93,341.92,341.92,341.92,341.92,341.92,341.92,341.91,341.91,341.91,341.91,341.91,341.9,341.9,341.9,341.9,341.89,341.89,341.89,341.89,341.89,341.88,341.88,341.88,341.88,341.87,341.87,341.87,341.87,341.87,341.87,341.87,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,341.86,,,,,,,,
